Data Posição;Data Chegada;Ignição;Odômetro;Horímetro;RPM;T1;T2;T3;US;TS;TD1;TD2;TD3;UD1;UD2;UD3;Memória;Satelital;Ponto de Ref. Embarcado;Ponto de Referência;Sensores Inibidos;S. em modo seguro;A. em modo seguro;Cidade;UF
19/10/2025 15:11:55;19/10/2025 15:12:48;SIM;683245,4;12872h 24m;1204;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Cascavel;CE
19/10/2025 15:10:46;19/10/2025 15:12:47;SIM;683243,9;12872h 23m;1156;-12;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Cascavel;CE
19/10/2025 15:08:30;19/10/2025 15:12:47;SIM;683241,2;12872h 20m;1209;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Cascavel;CE
19/10/2025 15:06:31;19/10/2025 15:06:31;SIM;683238,5;12872h 18m;1166;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Cascavel;CE
19/10/2025 15:05:15;19/10/2025 15:06:14;SIM;683237,1;12872h 17m;1203;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Cascavel;CE
19/10/2025 15:02:18;19/10/2025 15:02:18;SIM;683233,6;12872h 14m;1091;-9;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Morada Nova;CE
19/10/2025 15:00:57;19/10/2025 15:00:57;SIM;683232,0;12872h 13m;1021;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Morada Nova;CE
19/10/2025 15:00:30;19/10/2025 15:00:29;SIM;683231,5;12872h 12m;1209;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Morada Nova;CE
19/10/2025 14:56:43;19/10/2025 14:56:45;SIM;683226,9;12872h 9m;1047;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Morada Nova;CE
19/10/2025 14:55:58;19/10/2025 14:55:59;SIM;683226,0;12872h 8m;1140;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Morada Nova;CE
19/10/2025 14:51:57;19/10/2025 14:51:58;SIM;683221,2;12872h 4m;1081;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Morada Nova;CE
19/10/2025 14:47:43;19/10/2025 14:47:44;SIM;683216,0;12872h 0m;1204;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Morada Nova;CE
19/10/2025 14:47:42;19/10/2025 14:47:43;SIM;683216,0;12872h 0m;1204;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Morada Nova;CE
19/10/2025 14:46:50;19/10/2025 14:46:51;SIM;683214,8;12871h 59m;1205;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Morada Nova;CE
19/10/2025 14:46:41;19/10/2025 14:46:43;SIM;683214,6;12871h 59m;1205;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Morada Nova;CE
19/10/2025 14:45:10;19/10/2025 14:45:11;SIM;683213,3;12871h 57m;917;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Beberibe;CE
19/10/2025 14:44:52;19/10/2025 14:44:53;SIM;683213,1;12871h 57m;1072;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Beberibe;CE
19/10/2025 14:42:00;19/10/2025 14:42:07;SIM;683209,9;12871h 54m;1030;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Beberibe;CE
19/10/2025 14:37:46;19/10/2025 14:37:48;SIM;683204,9;12871h 50m;1049;-9;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Beberibe;CE
19/10/2025 14:33:32;19/10/2025 14:33:34;SIM;683199,9;12871h 45m;1032;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Beberibe;CE
19/10/2025 14:32:48;19/10/2025 14:32:49;SIM;683199,1;12871h 45m;1137;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Beberibe;CE
19/10/2025 14:29:43;19/10/2025 14:29:45;SIM;683195,6;12871h 42m;1142;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Beberibe;CE
19/10/2025 14:28:34;19/10/2025 14:28:37;SIM;683194,2;12871h 41m;1043;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Beberibe;CE
19/10/2025 14:26:27;19/10/2025 14:26:27;SIM;683191,8;12871h 38m;1061;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Beberibe;CE
19/10/2025 14:22:43;19/10/2025 14:25:05;SIM;683187,4;12871h 35m;1206;-12;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 14:22:13;19/10/2025 14:22:35;SIM;683186,8;12871h 34m;1041;-12;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 14:17:59;19/10/2025 14:22:19;SIM;683181,8;12871h 30m;1116;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 14:13:45;19/10/2025 14:22:16;SIM;683176,9;12871h 26m;1057;-10;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 14:10:06;19/10/2025 14:22:15;SIM;683172,6;12871h 22m;1854;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 14:09:31;19/10/2025 14:22:12;SIM;683171,9;12871h 21m;1126;-12;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 14:05:17;19/10/2025 14:05:17;SIM;683166,8;12871h 17m;1098;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 14:01:03;19/10/2025 14:01:03;SIM;683163,3;12871h 13m;1057;-9;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:59:30;19/10/2025 13:59:29;SIM;683162,2;12871h 11m;1271;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:55:16;19/10/2025 13:55:16;SIM;683160,3;12871h 7m;1303;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:51:02;19/10/2025 13:51:04;SIM;683156,8;12871h 3m;1146;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:46:55;19/10/2025 13:46:55;SIM;683151,8;12870h 59m;1197;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:46:48;19/10/2025 13:46:48;SIM;683151,6;12870h 59m;1211;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:42:48;19/10/2025 13:42:49;SIM;683147,2;12870h 55m;1247;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:42:34;19/10/2025 13:42:35;SIM;683147,1;12870h 55m;1476;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:42:18;19/10/2025 13:42:19;SIM;683147,1;12870h 54m;980;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:41:34;19/10/2025 13:41:38;SIM;683147,0;12870h 54m;1306;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:41:18;19/10/2025 13:41:37;SIM;683147,0;12870h 53m;905;-16;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:40:55;19/10/2025 13:40:57;SIM;683146,9;12870h 53m;1054;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:40:00;19/10/2025 13:40:01;SIM;683146,9;12870h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:39:56;19/10/2025 13:39:57;NAO;683146,9;12870h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:39:28;19/10/2025 13:39:30;NAO;683146,9;12870h 52m;0;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:39:15;19/10/2025 13:39:16;NAO;683146,9;12870h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:38:53;19/10/2025 13:38:55;NAO;683146,9;12870h 52m;0;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:38:23;19/10/2025 13:38:25;NAO;683146,9;12870h 52m;0;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:38:12;19/10/2025 13:38:12;NAO;683146,9;12870h 52m;0;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:36:02;19/10/2025 13:36:03;NAO;683146,9;12870h 52m;0;-9;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:34:53;19/10/2025 13:34:54;NAO;683146,9;12870h 52m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:30:53;19/10/2025 13:30:56;NAO;683146,9;12870h 52m;0;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:26:53;19/10/2025 13:26:54;NAO;683146,9;12870h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:22:53;19/10/2025 13:22:54;NAO;683146,9;12870h 52m;0;-10;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:18:53;19/10/2025 13:18:54;NAO;683146,9;12870h 52m;0;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:15:57;19/10/2025 13:15:59;NAO;683146,9;12870h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:15:50;19/10/2025 13:15:50;NAO;683146,9;12870h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:15:47;19/10/2025 13:15:47;NAO;683146,9;12870h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:15:41;19/10/2025 13:15:44;NAO;683146,9;12870h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:15:21;19/10/2025 13:15:22;NAO;683146,9;12870h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:15:10;19/10/2025 13:15:11;NAO;683146,9;12870h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:14:59;19/10/2025 13:15:03;NAO;683146,9;12870h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:14:56;19/10/2025 13:14:56;NAO;683146,9;12870h 52m;0;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:14:54;19/10/2025 13:14:55;NAO;683146,9;12870h 52m;563;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:13:27;19/10/2025 13:14:28;SIM;683146,8;12870h 51m;905;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:13:12;19/10/2025 13:13:22;SIM;683146,8;12870h 50m;923;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:11:12;19/10/2025 13:11:49;SIM;683145,5;12870h 48m;1121;-9;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:06:58;19/10/2025 13:10:58;SIM;683140,4;12870h 44m;1151;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:02:47;19/10/2025 13:02:57;SIM;683135,3;12870h 40m;1202;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:02:44;19/10/2025 13:02:43;SIM;683135,2;12870h 40m;1203;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 13:02:24;19/10/2025 13:02:36;SIM;683134,8;12870h 39m;1203;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:58:30;19/10/2025 12:58:29;SIM;683129,9;12870h 36m;1174;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Icapuí;CE
19/10/2025 12:55:54;19/10/2025 12:55:54;SIM;683126,7;12870h 33m;1205;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Icapuí;CE
19/10/2025 12:55:51;19/10/2025 12:55:51;SIM;683126,6;12870h 33m;1213;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Icapuí;CE
19/10/2025 12:54:16;19/10/2025 12:54:16;SIM;683124,6;12870h 31m;1125;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Icapuí;CE
19/10/2025 12:50:02;19/10/2025 12:50:04;SIM;683118,7;12870h 27m;1194;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Icapuí;CE
19/10/2025 12:49:00;19/10/2025 12:49:00;SIM;683118,1;12870h 26m;1124;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;NAO;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:45:48;19/10/2025 12:49:36;SIM;683114,4;12870h 23m;1141;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:41:34;19/10/2025 12:49:35;SIM;683111,3;12870h 19m;1118;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:39:41;19/10/2025 12:49:35;SIM;683109,9;12870h 17m;1083;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:37:20;19/10/2025 12:49:35;SIM;683109,8;12870h 14m;0;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:37:14;19/10/2025 12:49:34;SIM;683109,8;12870h 14m;0;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:36:33;19/10/2025 12:49:34;SIM;683109,8;12870h 14m;0;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:35:23;19/10/2025 12:49:33;SIM;683109,8;12870h 13m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:32:24;19/10/2025 12:49:33;SIM;683109,8;12870h 10m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:32:22;19/10/2025 12:49:33;NAO;683109,8;12870h 10m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:32:11;19/10/2025 12:49:32;SIM;683109,8;12870h 9m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:32:10;19/10/2025 12:49:32;NAO;683109,8;12870h 9m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:31:43;19/10/2025 12:49:31;SIM;683109,8;12870h 9m;0;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:30:32;19/10/2025 12:49:30;SIM;683109,8;12870h 8m;0;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:26:30;19/10/2025 12:49:29;SIM;683109,8;12870h 4m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;TBT;Aracati;CE
19/10/2025 12:26:18;19/10/2025 12:49:28;SIM;683109,8;12870h 4m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;TBT;Aracati;CE
19/10/2025 12:25:51;19/10/2025 12:49:27;SIM;683109,8;12870h 3m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;TBT;Aracati;CE
19/10/2025 12:24:14;19/10/2025 12:49:24;SIM;683109,8;12870h 1m;0;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;TBT;Aracati;CE
19/10/2025 12:22:25;19/10/2025 12:49:21;SIM;683109,8;12870h 0m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;TBT;Aracati;CE
19/10/2025 12:19:25;19/10/2025 12:49:20;SIM;683109,8;12869h 57m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;TBT;Aracati;CE
19/10/2025 12:19:24;19/10/2025 12:49:20;NAO;683109,8;12869h 57m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;TBT;Aracati;CE
19/10/2025 12:19:22;19/10/2025 12:49:19;NAO;683109,8;12869h 57m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;TBT;Aracati;CE
19/10/2025 12:18:57;19/10/2025 12:49:18;SIM;683109,8;12869h 56m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;TBT;Aracati;CE
19/10/2025 12:18:46;19/10/2025 12:49:18;SIM;683109,8;12869h 56m;0;-11;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:15:57;19/10/2025 12:49:18;SIM;683109,8;12869h 53m;0;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:15:51;19/10/2025 12:49:17;NAO;683109,8;12869h 53m;0;-13;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:15:48;19/10/2025 12:49:17;NAO;683109,8;12869h 53m;0;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:14:39;19/10/2025 12:49:17;SIM;683109,8;12869h 52m;0;-14;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
19/10/2025 12:14:38;19/10/2025 12:49:16;NAO;683109,8;12869h 52m;0;-15;-;-;-;-;N/A;N/A;N/A;N/A;N/A;N/A;SIM;NAO;" ";" ";-;SBT / Des / SPM / SPC / VPa;Sir / TBT;Aracati;CE
